coreid,identifiedBy,identifiedByID,dateIdentified,identificationQualifier,scientificName,identificationIsCurrent,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordId,modified
20795011,"Harvill, Alton M.",,1968-06-03,,"Conopholis americana",0,"(L.) Wallr.",,,,,,,urn:uuid:a972bbfd-0697-4760-8261-e248d1a7b1ea,"2018-11-05 16:05:29"
20795011,"Musselman, Lytton J.",,1981-07-16,,"Conopholis americana",1,"(L.) Wallr.",,,,,,,urn:uuid:d4783ff8-33b1-4411-aca1-b8daa63d243a,"2018-11-05 16:05:29"
20795014,"Musselman, Lytton J.",,1969-06-26,,"Conopholis americana",0,"(L.) Wallr.",,,,,,,urn:uuid:a92c1e5e-cbf5-4cd9-8392-edda5d414543,"2018-11-05 16:07:01"
20795014,"Musselman, Lytton J.",,1981-07-16,,"Conopholis americana",1,"(L.) Wallr.",,,,,,,urn:uuid:1fe8244c-7b71-44df-bb9d-024c0e55ebbb,"2018-11-05 16:07:01"
20795016,"Chappell, Dorothy F.",,1973-06-30,,"Conopholis americana",0,"(L.) Wallr.",,,,,,,urn:uuid:5681e5da-f00c-4184-b661-b0c540d254f5,"2018-11-05 16:08:19"
20795016,"Musselman, Lytton J.",,1981-07-16,,"Conopholis americana",1,"(L.) Wallr.",,,,,,,urn:uuid:38344776-f0e9-462c-90c6-d9140d193e00,"2018-11-05 16:08:19"
20795042,"Downs, Robert M.",,1969-04-30,,"Conopholis americana",0,"(L.) Wallr.",,,,,,,urn:uuid:260e3691-574b-409d-be17-4cad38410458,"2018-11-05 16:10:22"
20795042,"Musselman, Lytton J.",,1981-07-16,,"Conopholis americana",1,"(L.) Wallr.",,,,,,,urn:uuid:e097ac63-1e18-4dcd-8b0a-791cdd747d04,"2018-11-05 16:10:22"
20795045,"Freer, Ruskin S.",,1966-05-18,,"Conopholis americana",0,"(L.) Wallr.",,,,,,,urn:uuid:43b1ed5f-9fe7-40b9-afd4-38fdb7e20bd3,"2018-11-05 16:12:24"
20795045,"Musselman, Lytton J.",,1981-07-16,,"Conopholis americana",1,"(L.) Wallr.",,,,,,,urn:uuid:60cb4679-1750-4017-8220-655ecb9fdf27,"2018-11-05 16:12:24"
20795047,"Miller, M. H.",,1968-05-18,,"Conopholis americana",0,"(L.) Wallr.",,,,,,,urn:uuid:dedf3f3d-ba42-45ea-92bf-f6130e524554,"2018-11-05 16:14:10"
20795047,"Musselman, Lytton J.",,1981-07-16,,"Conopholis americana",1,"(L.) Wallr.",,,,,,,urn:uuid:347942fb-724c-4f50-8383-62b0f76a4878,"2018-11-05 16:14:10"
20795054,"Corcoran, Celeste M.",,1976-06-02,,"Conopholis americana",0,"(L.) Wallr.",,,,,,,urn:uuid:b41c76ac-b64b-47df-a77e-cdb4c148ec2c,"2018-11-05 16:18:04"
20795054,"Musselman, Lytton J.",,1981-07-16,,"Conopholis americana",1,"(L.) Wallr.",,,,,,,urn:uuid:b0194a54-d1f0-41a2-b061-25469184f3c3,"2018-11-05 16:18:04"
20796492,"Harvill, Alton M.",,1968-06-02,,"Conopholis americana",0,"(L.) Wallr.",,,,,,,urn:uuid:60af4a54-8041-4b02-8c98-9979b7ce0cdb,"2018-11-05 16:19:24"
20796492,"Musselman, Lytton J.",,1981-07-16,,"Conopholis americana",1,"(L.) Wallr.",,,,,,,urn:uuid:ceca3b9b-a891-4565-a0a3-63cc579fe3b0,"2018-11-05 16:19:24"
20796660,"Harvill, Alton M.",,1968-05-11,,"Conopholis americana",0,"(L.) Wallr.",,,,,,,urn:uuid:3a32e514-7dc2-4c51-aafb-1a39082cf5f2,"2018-11-05 16:21:04"
20796660,"Musselman, Lytton J.",,1981-07-16,,"Conopholis americana",1,"(L.) Wallr.",,,,,,,urn:uuid:ac833fa8-e9ba-41aa-be8d-6ed383b773b2,"2018-11-05 16:21:04"
20796661,"Harvill, Alton M.",,1967-05-03,,"Conopholis americana",0,"(L.) Wallr.",,,,,,,urn:uuid:dcc250c6-53dc-41b3-b859-e2b5821e46c5,"2018-11-05 16:22:17"
20796661,"Musselman, Lytton J.",,1981-07-16,,"Conopholis americana",1,"(L.) Wallr.",,,,,,,urn:uuid:e503910c-065e-4f19-99ec-2e429040213c,"2018-11-05 16:22:17"
20796663,"Harvill, Alton M.",,1967-06-16,,"Conopholis americana",0,"(L.) Wallr.",,,,,,,urn:uuid:dfbdef63-05c0-45e7-ae68-66c40336d5e5,"2018-11-05 16:23:15"
20796663,"Musselman, Lytton J.",,1981-07-16,,"Conopholis americana",1,"(L.) Wallr.",,,,,,,urn:uuid:05fde903-38ad-4bf1-bf17-91516f94cb24,"2018-11-05 16:23:15"
16624683,"assumed R. E. Stewart",,s.d.,,"Conopholis americana",1,Wallr.,,,,,"Weakley 2015","PRR filed-as-named",urn:uuid:85ca5236-83a3-4e2d-a8ec-9bd7b987a0ba,"2019-08-22 02:27:27"
16624684,"assumed F. C. Schmid",,s.d.,,"Conopholis americana",1,Wallr.,,,,,"Weakley 2015","PRR filed-as-named",urn:uuid:7a1b8f9d-a6f2-45af-b8e3-2f33846cd81d,"2019-08-22 02:29:02"
16624685,"Matt Perry",,s.d.,,"Conopholis americana",1,Wallr.,,,,,"Weakley 2015","PRR filed-as-named",urn:uuid:5fe58f5e-9268-4d94-ac98-4dd8e858815c,"2019-09-03 19:52:51"
16624686,"Bill Harms",,s.d.,,"Conopholis americana",1,Wallr.,,,,,"Weakley 2015",,urn:uuid:dfc9d24a-bb54-47cd-b24d-b1479e98c655,"2019-09-13 06:22:27"
23084887,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:4f8c0dcb-c475-4260-bd36-a698b421c26d,"2020-02-13 15:52:16"
23084886,(LAF),,1968,,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:36c909c4-43cb-4658-85d5-8eb0c132c178,"2020-02-13 15:52:16"
23084886,(LAF),,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:44ad13da-6f2b-4da2-82ec-7494c441583d,"2019-10-25 02:18:20"
23085041,"fide J.R.C. [J. R. Churchill]",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:98c51b50-f80b-497d-a1dd-3e457fb26dc2,"2019-10-25 02:18:20"
23085041,"[annotation on sheet]",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:f7bbf63d-363d-41d3-a61f-9d269554902d,"2019-10-25 02:18:20"
23085042,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:94e53b46-20e0-45d0-bcb9-c8b932bd4fd8,"2020-02-13 15:52:16"
23085042,"[annotation on sheet]",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:9c79296d-3c03-45bc-9400-77c44f4f3a6c,"2019-10-25 02:18:20"
23085043,"not specified",,1940-06,,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:06638e75-dfd1-4018-b4fa-4790b487013c,"2020-02-13 15:52:16"
23085043,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:a8473a9c-8692-4791-beff-3fdf847aa21e,"2019-10-25 02:18:20"
23085047,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:98fac4e6-09bf-49a2-af56-19432bdd9d6e,"2020-02-13 15:52:16"
23085048,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:ed490518-e986-420c-bde6-450a6ec87bc4,"2020-02-13 15:52:16"
23085048,"[annotation on sheet]",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:cd656667-98d2-4e3a-ad8a-2ff62c304fca,"2019-10-25 02:18:20"
23202497,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:97faa4bc-aee8-44b0-a987-e2aa971c35a6,"2020-02-13 15:52:16"
23366368,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:67c1f45e-a9b2-47a6-b894-2365bea78e40,"2020-02-13 15:52:16"
23202498,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:ec12ced2-ab0e-4743-be0b-f5d75b73813f,"2020-02-13 15:52:16"
23084885,(LAF),,1968,,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:c67ff663-1600-43b0-8ca2-9c06c2bcfdb2,"2020-02-13 15:52:16"
23084885,(LAF),,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:e69ddb9e-f9b5-422c-a9bb-32afed73ae4b,"2019-10-25 02:18:20"
23084885,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:f1a71b33-02d3-4da7-8a65-940e825243d5,"2020-02-13 15:52:16"
23084884,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:588998d1-f4b0-4fc4-a24d-a1282455f633,"2020-02-13 15:52:16"
23084884,"[annotation on provenance label]",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:2e7ce1a2-d4dc-4d05-89c0-184627dce97d,"2019-10-25 02:18:20"
23019604,"not specified",,"not specified",,"Conopholis alpina var. alpina",0,,,,,,,,urn:uuid:14f63272-aa3a-4dd5-af08-00c01f5291d8,"2020-02-13 15:52:16"
23019604,"not specified",,"not specified",,"Conopholis panamensis Woodson",0,Woodson,,,,,,,urn:uuid:60305895-3de0-4a05-96f9-72eed7cee3d5,"2020-02-13 15:52:16"
23202536,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:5e9ba8c7-d12a-4d36-a499-7008a33f25f3,"2020-02-13 15:52:16"
22992854,"not specified",,"not specified",,"Conopholis mexicana A. Gray",0,"A. Gray",,,,,,,urn:uuid:e8b20961-317c-4d4a-a795-b3fe44a39e5d,"2020-02-13 15:52:16"
22992854,"R. R. Haynes",,"not specified",,"Conopholis alpina var. mexicana (A. Gray ex S. Watson) R. R. Haynes",0,"(A. Gray ex S. Watson) R. R. Haynes",,,,,,,urn:uuid:26156267-28b2-44d1-898d-30231829e5bc,"2019-10-25 02:18:20"
23202539,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:45719ac9-9436-4c93-845a-91dfa7ccfe08,"2020-02-13 15:52:16"
22999484,"not specified",,"not specified",,"Conopholis mexicana A. Gray",0,"A. Gray",,,,,,,urn:uuid:88943dcb-29ef-4b07-b703-d62ce506425d,"2020-02-13 15:52:16"
22999484,"R. R. Haynes",,"not specified",,"Conopholis alpina var. mexicana (A. Gray ex S. Watson) R. R. Haynes",0,"(A. Gray ex S. Watson) R. R. Haynes",,,,,,,urn:uuid:9983a545-888c-4e3b-97e8-89cc09a45dde,"2019-10-25 02:18:20"
23005978,"not specified",,"not specified",,"Conopholis mexicana A. Gray",0,"A. Gray",,,,,,,urn:uuid:c22f35fe-c7c3-4367-a290-a5e142167ad6,"2020-02-13 15:52:16"
23005978,"R. R. Haynes",,"not specified",,"Conopholis alpina var. mexicana (A. Gray ex S. Watson) R. R. Haynes",0,"(A. Gray ex S. Watson) R. R. Haynes",,,,,,,urn:uuid:53196a40-14aa-46fb-b2ef-fa9eb2adea80,"2019-10-25 02:18:20"
23005979,"not specified",,"not specified",,"Conopholis mexicana A. Gray",0,"A. Gray",,,,,,,urn:uuid:28bdc516-d134-43e0-b7aa-29e84c97b369,"2020-02-13 15:52:16"
23005979,"R. R. Haynes",,"not specified",,"Conopholis alpina var. mexicana (A. Gray ex S. Watson) R. R. Haynes",0,"(A. Gray ex S. Watson) R. R. Haynes",,,,,,,urn:uuid:d469cc84-3b35-4f54-9bab-79abf3d403f4,"2019-10-25 02:18:20"
23012720,"not specified",,"not specified",,"Conopholis panamensis Woodson",0,Woodson,,,,,,,urn:uuid:bdae8606-8a7c-4b11-bd83-a7121a93f2de,"2020-02-13 15:52:16"
23012720,"R. R. Haynes",,"not specified",,"Conopholis alpina var. alpina",0,,,,,,,,urn:uuid:06a72d22-0de9-4231-b87a-fcf8ab124dcc,"2019-10-25 02:18:20"
23013787,"R. R. Haynes",,1968,,"Conopholis alpina var. mexicana (A. Gray ex S. Watson) R. R. Haynes",0,"(A. Gray ex S. Watson) R. R. Haynes",,,,,,,urn:uuid:547ed771-8944-4aee-a47b-d0c25cafd37d,"2020-02-13 15:52:16"
23013787,"not specified",,"not specified",,"Conopholis mexicana A. Gray",0,"A. Gray",,,,,,,urn:uuid:7502d053-a794-45d2-b709-eff0ac862c1b,"2020-02-13 15:52:16"
23013787,"R. R. Haynes",,"not specified",,"Conopholis alpina var. mexicana (A. Gray ex S. Watson) R. R. Haynes",0,"(A. Gray ex S. Watson) R. R. Haynes",,,,,,,urn:uuid:50dc1aaa-98ba-444b-8e74-2698f48495c9,"2019-10-25 02:18:20"
23014615,"R. R. Haynes",,1968,,"Conopholis alpina var. mexicana (A. Gray ex S. Watson) R. R. Haynes",0,"(A. Gray ex S. Watson) R. R. Haynes",,,,,,,urn:uuid:fe975ed4-2457-460a-8a9f-4b2a50fee748,"2020-02-13 15:52:16"
23014615,"not specified",,"not specified",,"Conopholis mexicana A. Gray",0,"A. Gray",,,,,,,urn:uuid:951759fb-70a7-423c-9eaf-fabe5f8cbb3b,"2020-02-13 15:52:16"
23014615,"R. R. Haynes",,"not specified",,"Conopholis alpina var. mexicana (A. Gray ex S. Watson) R. R. Haynes",0,"(A. Gray ex S. Watson) R. R. Haynes",,,,,,,urn:uuid:4611e639-feec-46ab-9fce-cedf64b092d4,"2019-10-25 02:18:20"
23202499,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:b60a3f39-5d1c-4ff8-b526-2e0a3beb5268,"2020-02-13 15:52:16"
23868016,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:49706bab-4555-46d6-af91-2c70508b1dcc,"2020-02-13 15:52:16"
23202514,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:58b428fb-4280-4398-96b6-2af6d5dbbc21,"2020-02-13 15:52:16"
23202530,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:222cdd37-6858-473b-8b73-5357e341ef27,"2020-02-13 15:52:16"
23202529,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:b2cc9a4a-abf2-4136-92ae-5d4ccb93bdca,"2020-02-13 15:52:16"
23202528,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:14ed10db-b5a2-4d52-bc3e-6f4a6ccd4991,"2020-02-13 15:52:16"
23202527,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:8669284f-b3e5-4b2f-834c-5d73fbbe3537,"2020-02-13 15:52:16"
23202526,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:9ff668bc-fff7-479f-9af8-561e18eb25e9,"2020-02-13 15:52:16"
23202525,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:b87abf03-d578-4a70-a118-9453152da6e8,"2020-02-13 15:52:16"
23202524,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:c3624b0d-af1d-4911-9e1f-725b5100a9da,"2020-02-13 15:52:16"
23202531,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:28d89731-076c-4ee2-9311-b3d7ae1d11ac,"2020-02-13 15:52:16"
23202532,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:6fef2940-3b68-4955-b010-19ab5270faa8,"2020-02-13 15:52:16"
23202533,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:3b253e6c-e232-4833-8f62-3f9f497c0281,"2020-02-13 15:52:16"
23480920,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:70a55147-d77d-4ea4-8f74-fed5520bc314,"2020-02-13 15:52:16"
23336281,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:3a77b75c-f820-4491-8be4-b0b4b928a056,"2020-02-13 15:52:16"
23336280,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:efdea4d6-1ede-49e9-bc0c-c9c9d8714dfa,"2020-02-13 15:52:16"
23202540,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:56d39e69-3992-4619-bcbc-0f4cb9fd3e26,"2020-02-13 15:52:16"
23202538,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:460191cf-4fc7-4345-a569-95f5e3109fd1,"2020-02-13 15:52:16"
23202537,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:3e1c5e41-a1d4-497b-84be-50e29a31fb18,"2020-02-13 15:52:16"
23202535,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:d92c4c5c-1811-4af7-a1dd-f167671d173b,"2020-02-13 15:52:16"
23202534,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:5faa1ac2-03eb-4706-bff2-79a050670e24,"2020-02-13 15:52:16"
23202523,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:0505bca3-0d91-471b-9d6a-4834039e9a1f,"2020-02-13 15:52:16"
23202522,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:e7d28b16-b02e-4892-8ee7-63bc419295ae,"2020-02-13 15:52:16"
23202521,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:fe5ddb84-4576-4204-a7cf-784ce0b51324,"2020-02-13 15:52:16"
23202509,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:872df0a9-8d16-4c48-b704-0ebe8017a11f,"2020-02-13 15:52:16"
23202508,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:4099db77-cddd-46b1-8512-72e88b85818e,"2020-02-13 15:52:16"
23202507,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:50a4a10e-1aeb-4653-8439-0b86428f47cf,"2020-02-13 15:52:16"
23202506,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:055644bf-9d83-4317-b6f7-a4db9b9130d1,"2020-02-13 15:52:16"
23202505,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:28417e97-0039-4c0b-80cf-eb7de9f52d1e,"2020-02-13 15:52:16"
23202504,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:66a8ab39-8fe6-4b09-8d19-ca766cbb8835,"2020-02-13 15:52:16"
23202503,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:dba89919-a09a-41d0-895a-d587d5bdd13f,"2020-02-13 15:52:16"
23202502,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:be968459-0134-4da2-82da-3bd4e81b003f,"2020-02-13 15:52:16"
23202501,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:429ba41d-a966-4665-b0d7-b62f126deb05,"2020-02-13 15:52:16"
23202510,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:f2f2cd8c-0840-4def-9e85-a395894381ad,"2020-02-13 15:52:16"
23202511,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:ee1272c3-b047-4feb-ba4d-5aac8ab9a750,"2020-02-13 15:52:16"
23202512,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:feb3c29b-78b2-4511-88ca-0138b458e1f6,"2020-02-13 15:52:16"
23202520,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:add73a06-511e-4ff8-a23a-d802a33af000,"2020-02-13 15:52:16"
23202519,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:22a23fbc-de45-4fe3-8f9b-36a1f195dcfa,"2020-02-13 15:52:16"
23202518,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:eb1474b9-9ed2-4b9f-9cb3-cceb05f38291,"2020-02-13 15:52:16"
23202517,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:f330b5c8-6a27-43e8-9464-3c50bd056dd9,"2020-02-13 15:52:16"
23202516,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:4956e79c-138c-4f43-aaf0-6da00528e52d,"2020-02-13 15:52:16"
23202515,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:bd17ee12-fbec-4e20-8d05-b3b9b62cfefe,"2020-02-13 15:52:16"
23202513,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:e8c8eacf-6357-477e-b1e8-e397447ca993,"2020-02-13 15:52:16"
23202500,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:7f5bfbd9-08eb-46cb-923d-60a71bcfc8ce,"2020-02-13 15:52:16"
